RX Date/Time,Multiple Plot/Road Speed,Multiple Plot/Accelerator Pedal,Multiple Plot/Engine Load,Multiple Plot/Oil Pressure,Multiple Plot/Boost Pressure,Multiple Plot/Oil Temperature,Multiple Plot/Fuel Rate,Multiple Plot/Fuel Economy,Multiple Plot/Engine Speed,Multiple Plot/Trip Distance
2025/04/03 10:00:03::687,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,601.75,4013.12
2025/04/03 10:00:03::693,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:03::772,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:03::788,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:03::888,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:03::907,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,599.75,4013.12
2025/04/03 10:00:03::981,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,599.75,4013.12
2025/04/03 10:00:04::012,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,599.75,4013.12
2025/04/03 10:00:04::076,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,599.75,4013.12
2025/04/03 10:00:04::094,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::132,0,0,4.5,300.15000000000003,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::140,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::188,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::189,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::247,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::286,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,598.5,4013.12
2025/04/03 10:00:04::308,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::349,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::389,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::406,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::428,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::447,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::486,0,0,4,296.7,0,37.361111111111114,1.3010976,0,598.25,4013.12
2025/04/03 10:00:04::507,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:04::529,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:04::547,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:04::588,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:04::686,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:04::710,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599.75,4013.12
2025/04/03 10:00:04::791,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599.75,4013.12
2025/04/03 10:00:04::797,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599.75,4013.12
2025/04/03 10:00:04::876,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599.75,4013.12
2025/04/03 10:00:04::893,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599.75,4013.12
2025/04/03 10:00:04::919,0,0,4,296.7,0,37.361111111111114,1.2419568,0,600,4013.12
2025/04/03 10:00:04::977,0,0,4,296.7,0,37.361111111111114,1.2419568,0,600,4013.12
2025/04/03 10:00:05::003,0,0,4,296.7,0,37.361111111111114,1.2419568,0,600,4013.12
2025/04/03 10:00:05::083,0,0,4,296.7,0,37.361111111111114,1.2419568,0,600,4013.12
2025/04/03 10:00:05::099,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::135,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::148,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::189,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::225,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::297,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:05::312,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::340,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::341,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::373,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::388,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::488,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.5,4013.12
2025/04/03 10:00:05::507,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::532,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::580,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::611,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::676,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::693,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::710,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::779,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::794,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::897,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,600.75,4013.12
2025/04/03 10:00:05::901,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599,4013.12
2025/04/03 10:00:05::983,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599,4013.12
2025/04/03 10:00:05::998,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599,4013.12
2025/04/03 10:00:06::075,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599,4013.12
2025/04/03 10:00:06::098,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599,4013.12
2025/04/03 10:00:06::109,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::124,0,0,4,300.15000000000003,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::147,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::187,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::188,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::284,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::300,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::332,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::368,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::411,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::498,0,0,4,296.7,0,37.361111111111114,1.3010976,0,599.25,4013.12
2025/04/03 10:00:06::541,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:06::590,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:06::619,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:06::684,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:06::699,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::779,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::799,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::896,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::912,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::984,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:06::988,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::095,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::114,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::136,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::151,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::187,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::213,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::276,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::297,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600.25,4013.12
2025/04/03 10:00:07::313,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:07::335,0,0,4,296.7,0,37.361111111111114,1.3010976,0,600,4013.12
2025/04/03 10:00:07::340,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:07::376,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:07::391,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:07::485,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:07::506,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::546,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::580,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::597,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::681,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::702,0,0,4,296.7,0,37.5,1.3602384,0,599.25,4013.12
2025/04/03 10:00:07::707,0,0,4,296.7,0,37.5,1.3602384,0,599.5,4013.12
2025/04/03 10:00:07::786,0,0,4,296.7,0,37.5,1.3602384,0,599.5,4013.12
2025/04/03 10:00:07::787,0,0,4,296.7,0,37.5,1.3602384,0,599.5,4013.12
2025/04/03 10:00:07::884,0,0,4,296.7,0,37.5,1.3602384,0,599.5,4013.12
2025/04/03 10:00:07::912,0,0,4,296.7,0,37.5,1.3602384,0,600,4013.12
2025/04/03 10:00:07::993,0,0,4,296.7,0,37.5,1.3602384,0,600,4013.12
2025/04/03 10:00:07::995,0,0,4,296.7,0,37.5,1.3602384,0,600,4013.12
2025/04/03 10:00:08::075,0,0,4,296.7,0,37.5,1.3602384,0,600,4013.12
2025/04/03 10:00:08::091,0,0,4,296.7,0,37.5,1.3602384,0,600,4013.12
2025/04/03 10:00:08::115,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:08::123,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:08::156,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:08::196,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:08::283,0,0,4,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:08::299,0,0,3.5,296.7,0,37.5,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::337,0,0,3.5,296.7,0,37.5,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::361,0,0,3.5,296.7,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::380,0,0,3.5,296.7,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::395,0,0,3.5,296.7,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::487,0,0,3.5,296.7,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::491,0,0,3.5,296.7,0,37.361111111111114,1.3010976,0,601.5,4013.12
2025/04/03 10:00:08::508,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,602,4013.12
2025/04/03 10:00:08::527,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,602,4013.12
2025/04/03 10:00:08::548,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,602,4013.12
2025/04/03 10:00:08::588,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,602,4013.12
2025/04/03 10:00:08::687,0,0,4.5,296.7,0,37.361111111111114,1.3010976,0,602,4013.12
2025/04/03 10:00:08::706,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,600.25,4013.12
2025/04/03 10:00:08::779,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,600.25,4013.12
2025/04/03 10:00:08::807,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,600.25,4013.12
2025/04/03 10:00:08::875,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,600.25,4013.12
2025/04/03 10:00:08::891,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,600.25,4013.12
2025/04/03 10:00:08::909,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,599.25,4013.12
2025/04/03 10:00:08::996,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,599.25,4013.12
2025/04/03 10:00:09::087,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,599.25,4013.12
2025/04/03 10:00:09::114,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::131,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::157,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::191,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::209,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::276,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::307,0,0,4.5,296.7,0,37.361111111111114,1.2419568,0,598.25,4013.12
2025/04/03 10:00:09::307,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:09::327,0,0,4,296.7,0,37.361111111111114,1.2419568,0,599,4013.12
2025/04/03 10:00:09::346,0,0,4,296.7,0,37.63888888888889,1.2419568,0,599,4013.12
2025/04/03 10:00:09::388,0,0,4,296.7,0,37.63888888888889,1.2419568,0,599,4013.12
2025/04/03 10:00:09::486,0,0,4,296.7,0,37.63888888888889,1.2419568,0,599,4013.12
2025/04/03 10:00:09::507,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::546,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::588,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::594,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::674,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::694,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:09::722,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.75,4013.12
2025/04/03 10:00:09::801,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.75,4013.12
2025/04/03 10:00:09::882,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.75,4013.12
2025/04/03 10:00:09::898,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,601,4013.12
2025/04/03 10:00:09::985,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,601,4013.12
2025/04/03 10:00:10::006,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,601,4013.12
2025/04/03 10:00:10::087,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,601,4013.12
2025/04/03 10:00:10::090,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,601,4013.12
2025/04/03 10:00:10::107,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600.25,4013.12
2025/04/03 10:00:10::127,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600.25,4013.12
2025/04/03 10:00:10::149,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600.25,4013.12
2025/04/03 10:00:10::186,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600.25,4013.12
2025/04/03 10:00:10::291,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600.25,4013.12
2025/04/03 10:00:10::305,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::330,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::346,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::385,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::409,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::488,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::489,0,0,4.5,296.7,0,37.63888888888889,1.3010976,0,600,4013.12
2025/04/03 10:00:10::509,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::531,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::539,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::589,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::713,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::801,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::885,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::889,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:10::906,0,0,5,296.7,0,37.63888888888889,1.182816,0,597,4013.12
2025/04/03 10:00:10::993,0,0,5,296.7,0,37.63888888888889,1.182816,0,597,4013.12
2025/04/03 10:00:11::086,0,0,5,296.7,0,37.63888888888889,1.182816,0,597,4013.12
2025/04/03 10:00:11::109,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::129,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::151,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::189,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::193,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::277,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::290,0,0,4,296.7,0,37.63888888888889,1.2419568,0,597.5,4013.12
2025/04/03 10:00:11::312,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:11::357,0,0,4,296.7,0,37.5,1.2419568,0,600,4013.12
2025/04/03 10:00:11::397,0,0,4,296.7,0,37.5,1.2419568,0,600,4013.12
2025/04/03 10:00:11::481,0,0,4,296.7,0,37.5,1.2419568,0,600,4013.12
2025/04/03 10:00:11::497,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::534,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::578,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::600,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::680,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::697,0,0,3.5,296.7,0,37.5,1.2419568,0,601.5,4013.12
2025/04/03 10:00:11::721,0,0,3.5,296.7,0,37.5,1.3010976,0,601.75,4013.12
2025/04/03 10:00:11::787,0,0,3.5,296.7,0,37.5,1.3010976,0,601.75,4013.12
2025/04/03 10:00:11::886,0,0,3.5,296.7,0,37.5,1.3010976,0,601.75,4013.12
2025/04/03 10:00:11::907,0,0,4.5,296.7,0,37.5,1.3010976,0,602,4013.12
2025/04/03 10:00:11::985,0,0,4.5,296.7,0,37.5,1.3010976,0,602,4013.12
2025/04/03 10:00:12::006,0,0,4.5,296.7,0,37.5,1.3010976,0,602,4013.12
2025/04/03 10:00:12::086,0,0,4.5,296.7,0,37.5,1.3010976,0,602,4013.12
2025/04/03 10:00:12::089,0,0,4.5,296.7,0,37.5,1.3010976,0,602,4013.12
2025/04/03 10:00:12::107,0,0,4.5,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:12::136,0,0,4.5,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:12::188,0,0,4.5,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:12::286,0,0,4.5,296.7,0,37.5,1.3010976,0,600,4013.12
2025/04/03 10:00:12::317,0,0,4.5,296.7,0,37.5,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::350,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::386,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::407,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::486,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::489,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::507,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::550,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::591,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::686,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.25,4013.12
2025/04/03 10:00:12::706,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:12::789,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:12::793,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:12::873,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:12::889,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,599.75,4013.12
2025/04/03 10:00:12::910,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,598.75,4013.12
2025/04/03 10:00:12::991,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,598.75,4013.12
2025/04/03 10:00:13::081,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,598.75,4013.12
2025/04/03 10:00:13::096,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::133,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::159,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::175,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::193,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::281,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::289,0,0,4,296.7,0,37.63888888888889,1.182816,0,599,4013.12
2025/04/03 10:00:13::326,0,0,4,296.7,0,37.63888888888889,1.182816,0,599.5,4013.12
2025/04/03 10:00:13::346,0,0,4,296.7,0,37.63888888888889,1.182816,0,599.5,4013.12
2025/04/03 10:00:13::386,0,0,4,296.7,0,37.63888888888889,1.182816,0,599.5,4013.12
2025/04/03 10:00:13::486,0,0,4,296.7,0,37.63888888888889,1.182816,0,599.5,4013.12
2025/04/03 10:00:13::506,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::528,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::577,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::606,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::686,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::688,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600,4013.12
2025/04/03 10:00:13::707,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.5,4013.12
2025/04/03 10:00:13::789,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.5,4013.12
2025/04/03 10:00:13::893,0,0,4,296.7,0,37.63888888888889,1.2419568,0,600.5,4013.12
2025/04/03 10:00:13::896,0,0,4,296.7,0,37.63888888888889,1.2419568,0,601,4013.12
2025/04/03 10:00:13::987,0,0,4,296.7,0,37.63888888888889,1.2419568,0,601,4013.12
2025/04/03 10:00:14::002,0,0,4,296.7,0,37.63888888888889,1.2419568,0,601,4013.12
2025/04/03 10:00:14::085,0,0,4,296.7,0,37.63888888888889,1.2419568,0,601,4013.12
2025/04/03 10:00:14::105,0,0,4,296.7,0,37.63888888888889,1.2419568,0,601,4013.12
2025/04/03 10:00:14::107,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
2025/04/03 10:00:14::148,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
2025/04/03 10:00:14::187,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
2025/04/03 10:00:14::240,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
2025/04/03 10:00:14::285,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
2025/04/03 10:00:14::313,0,0,4.5,296.7,0,37.63888888888889,1.182816,0,600.75,4013.12
